34985
ENSMODG00000043617	ENSMODG00000043617	lncRNA
ENSMODG00000000919	ENSMODG00000000919	protein_coding
ENSMODG00000010493	CALY	protein_coding
ENSMODG00000006780	HECTD2	protein_coding
ENSMODG00000012113	HMG20A	protein_coding
ENSMODG00000011907	KAZALD1	protein_coding
ENSMODG00000044106	ENSMODG00000044106	lncRNA
ENSMODG00000038071	ENSMODG00000038071	lncRNA
ENSMODG00000046224	ENSMODG00000046224	lncRNA
ENSMODG00000006798	PCGF5	protein_coding
ENSMODG00000039675	ENSMODG00000039675	lncRNA
ENSMODG00000010485	FUOM	protein_coding
ENSMODG00000011922	SFXN3	protein_coding
ENSMODG00000012107	PEAK1	protein_coding
ENSMODG00000039932	ENSMODG00000039932	lncRNA
ENSMODG00000036867	ENSMODG00000036867	lncRNA
ENSMODG00000035276	ENSMODG00000035276	lncRNA
ENSMODG00000010481	ECHS1	protein_coding
ENSMODG00000032377	ENSMODG00000032377	lncRNA
ENSMODG00000009370	ENSMODG00000009370	protein_coding
ENSMODG00000050891	ENSMODG00000050891	protein_coding
ENSMODG00000045652	ENSMODG00000045652	protein_coding
ENSMODG00000036679	ENSMODG00000036679	lncRNA
ENSMODG00000010464	PAOX	protein_coding
ENSMODG00000041377	ENSMODG00000041377	lncRNA
ENSMODG00000049562	ENSMODG00000049562	pseudogene
ENSMODG00000006827	ANKRD1	protein_coding
ENSMODG00000039587	ENSMODG00000039587	lncRNA
ENSMODG00000009378	FAM204A	protein_coding
ENSMODG00000010450	ENSMODG00000010450	protein_coding
ENSMODG00000022283	U6	snRNA
ENSMODG00000006874	HTR7	protein_coding
ENSMODG00000040450	ENSMODG00000040450	lncRNA
ENSMODG00000025145	ENSMODG00000025145	protein_coding
ENSMODG00000011937	ENSMODG00000011937	protein_coding
ENSMODG00000047885	TXNDC15	protein_coding
ENSMODG00000009385	RAB11FIP2	protein_coding
ENSMODG00000048213	ENSMODG00000048213	protein_coding
ENSMODG00000024649	GCNT3	protein_coding
ENSMODG00000050978	ENSMODG00000050978	protein_coding
ENSMODG00000046559	ENSMODG00000046559	lncRNA
ENSMODG00000036653	ENSMODG00000036653	lncRNA
ENSMODG00000051404	ENSMODG00000051404	pseudogene
ENSMODG00000011636	GTF2A2	protein_coding
ENSMODG00000011955	LZTS2	protein_coding
ENSMODG00000017246	LRRTM3	protein_coding
ENSMODG00000039654	ENSMODG00000039654	lncRNA
ENSMODG00000006861	ZFYVE1	protein_coding
ENSMODG00000014344	C5orf24	protein_coding
ENSMODG00000041590	ENSMODG00000041590	lncRNA
ENSMODG00000044131	ENSMODG00000044131	protein_coding
ENSMODG00000040056	ENSMODG00000040056	protein_coding
ENSMODG00000050693	ENSMODG00000050693	lncRNA
ENSMODG00000046549	ENSMODG00000046549	lncRNA
ENSMODG00000026137	U6	snRNA
ENSMODG00000037370	ENSMODG00000037370	lncRNA
ENSMODG00000011966	TWNK	protein_coding
ENSMODG00000047805	ENSMODG00000047805	lncRNA
ENSMODG00000011629	BNIP2	protein_coding
ENSMODG00000024887	ENSMODG00000024887	protein_coding
ENSMODG00000038200	ENSMODG00000038200	protein_coding
ENSMODG00000017233	ENSMODG00000017233	protein_coding
ENSMODG00000019580	TNFSF8	protein_coding
ENSMODG00000011975	MRPL43	protein_coding
ENSMODG00000006889	DCAF4	protein_coding
ENSMODG00000009388	EMX2	protein_coding
ENSMODG00000025746	BPIFB2	protein_coding
ENSMODG00000035144	ENSMODG00000035144	lncRNA
ENSMODG00000031105	ENSMODG00000031105	lncRNA
ENSMODG00000041510	ENSMODG00000041510	lncRNA
ENSMODG00000050254	ENSMODG00000050254	protein_coding
ENSMODG00000025306	sprn	protein_coding
ENSMODG00000049423	ENSMODG00000049423	protein_coding
ENSMODG00000050826	ENSMODG00000050826	lncRNA
ENSMODG00000010428	ENSMODG00000010428	protein_coding
ENSMODG00000011993	SEMA4G	protein_coding
ENSMODG00000014331	DDX46	protein_coding
ENSMODG00000009394	PDZD8	protein_coding
ENSMODG00000024647	FOXB1	protein_coding
ENSMODG00000010413	ENSMODG00000010413	protein_coding
ENSMODG00000038411	ENSMODG00000038411	protein_coding
ENSMODG00000007283	KIF20B	protein_coding
ENSMODG00000026474	ENSMODG00000026474	snoRNA
ENSMODG00000010387	ENSMODG00000010387	protein_coding
ENSMODG00000033695	ENSMODG00000033695	lncRNA
ENSMODG00000000018	SUN5	protein_coding
ENSMODG00000050746	ENSMODG00000050746	lncRNA
ENSMODG00000009424	SLC18A2	protein_coding
ENSMODG00000047772	ENSMODG00000047772	processed_pseudogene
ENSMODG00000041396	ENSMODG00000041396	lncRNA
ENSMODG00000011604	ANXA2	protein_coding
ENSMODG00000045517	ENSMODG00000045517	lncRNA
ENSMODG00000041243	ENSMODG00000041243	processed_pseudogene
ENSMODG00000049136	ENSMODG00000049136	lncRNA
ENSMODG00000047808	ENSMODG00000047808	lncRNA
ENSMODG00000051589	ENSMODG00000051589	lncRNA
ENSMODG00000042623	ENSMODG00000042623	lncRNA
ENSMODG00000039990	ENSMODG00000039990	lncRNA
ENSMODG00000009428	VAX1	protein_coding
ENSMODG00000047068	ENSMODG00000047068	lncRNA
ENSMODG00000038073	ENSMODG00000038073	lncRNA
ENSMODG00000033374	ENSMODG00000033374	lncRNA
ENSMODG00000028982	ENSMODG00000028982	protein_coding
ENSMODG00000051138	ENSMODG00000051138	lncRNA
ENSMODG00000007301	PANK1	protein_coding
ENSMODG00000040511	ENSMODG00000040511	lncRNA
ENSMODG00000050574	ENSMODG00000050574	lncRNA
ENSMODG00000011568	ICE2	protein_coding
ENSMODG00000049075	ENSMODG00000049075	lncRNA
ENSMODG00000043593	ENSMODG00000043593	lncRNA
ENSMODG00000042557	ENSMODG00000042557	lncRNA
ENSMODG00000028976	ENSMODG00000028976	protein_coding
ENSMODG00000037802	ENSMODG00000037802	lncRNA
ENSMODG00000019592	TNC	protein_coding
ENSMODG00000040788	ENSMODG00000040788	lncRNA
ENSMODG00000025296	ENSMODG00000025296	protein_coding
ENSMODG00000010379	ENSMODG00000010379	protein_coding
ENSMODG00000029083	ENSMODG00000029083	protein_coding
ENSMODG00000026642	U6	snRNA
ENSMODG00000028306	DPF3	protein_coding
ENSMODG00000011532	RORA	protein_coding
ENSMODG00000044101	ENSMODG00000044101	protein_coding
ENSMODG00000009476	SHTN1	protein_coding
ENSMODG00000036964	CAMLG	protein_coding
ENSMODG00000010351	ENSMODG00000010351	protein_coding
ENSMODG00000017199	REEP3	protein_coding
ENSMODG00000019445	MAPRE1	protein_coding
ENSMODG00000047213	ENSMODG00000047213	protein_coding
ENSMODG00000037279	ENSMODG00000037279	lncRNA
ENSMODG00000042373	ENSMODG00000042373	lncRNA
ENSMODG00000047667	ENSMODG00000047667	protein_coding
ENSMODG00000030317	ENSMODG00000030317	lncRNA
ENSMODG00000013095	EML1	protein_coding
ENSMODG00000010323	ENSMODG00000010323	protein_coding
ENSMODG00000032203	ENSMODG00000032203	lncRNA
ENSMODG00000022409	MIR107	miRNA
ENSMODG00000038916	ENSMODG00000038916	protein_coding
ENSMODG00000019447	DNMT3B	protein_coding
ENSMODG00000037270	ENSMODG00000037270	lncRNA
ENSMODG00000050705	ENSMODG00000050705	protein_coding
ENSMODG00000009479	ENSMODG00000009479	protein_coding
ENSMODG00000048071	ENSMODG00000048071	lncRNA
ENSMODG00000043890	ENSMODG00000043890	protein_coding
ENSMODG00000007350	SLC16A12	protein_coding
ENSMODG00000019598	ENSMODG00000019598	protein_coding
ENSMODG00000046000	ENSMODG00000046000	lncRNA
ENSMODG00000001002	DLG5	protein_coding
ENSMODG00000042716	ENSMODG00000042716	protein_coding
ENSMODG00000035622	ENSMODG00000035622	lncRNA
ENSMODG00000045416	ENSMODG00000045416	protein_coding
ENSMODG00000032202	ENSMODG00000032202	lncRNA
ENSMODG00000046946	ENSMODG00000046946	protein_coding
ENSMODG00000040830	ENSMODG00000040830	processed_pseudogene
ENSMODG00000012013	ENSMODG00000012013	protein_coding
ENSMODG00000047394	ENSMODG00000047394	protein_coding
ENSMODG00000007358	ENSMODG00000007358	protein_coding
ENSMODG00000050065	ENSMODG00000050065	pseudogene
ENSMODG00000009486	ENO4	protein_coding
ENSMODG00000037126	ENSMODG00000037126	protein_coding
ENSMODG00000019450	COMMD7	protein_coding
ENSMODG00000047872	ENSMODG00000047872	processed_pseudogene
ENSMODG00000007000	RGS6	protein_coding
ENSMODG00000048666	ENSMODG00000048666	protein_coding
ENSMODG00000036767	ENSMODG00000036767	lncRNA
ENSMODG00000024882	ENSMODG00000024882	protein_coding
ENSMODG00000039706	ENSMODG00000039706	protein_coding
ENSMODG00000045018	ENSMODG00000045018	lncRNA
ENSMODG00000038857	ENSMODG00000038857	protein_coding
ENSMODG00000050687	ENSMODG00000050687	protein_coding
ENSMODG00000043738	ENSMODG00000043738	lncRNA
ENSMODG00000035732	ENSMODG00000035732	lncRNA
ENSMODG00000048526	ENSMODG00000048526	lncRNA
ENSMODG00000045148	ENSMODG00000045148	protein_coding
ENSMODG00000038217	ENSMODG00000038217	protein_coding
ENSMODG00000042456	ENSMODG00000042456	lncRNA
ENSMODG00000041239	ENSMODG00000041239	lncRNA
ENSMODG00000049954	ENSMODG00000049954	lncRNA
ENSMODG00000050962	ENSMODG00000050962	lncRNA
ENSMODG00000034475	ENSMODG00000034475	lncRNA
ENSMODG00000009501	HSPA12A	protein_coding
ENSMODG00000027971	ENSMODG00000027971	protein_coding
ENSMODG00000036389	U6	snRNA
ENSMODG00000010247	CYP2E1	protein_coding
ENSMODG00000042779	ENSMODG00000042779	lncRNA
ENSMODG00000019455	NOL4L	protein_coding
ENSMODG00000040042	ENSMODG00000040042	lncRNA
ENSMODG00000024008	ENSMODG00000024008	protein_coding
ENSMODG00000037487	ENSMODG00000037487	lncRNA
ENSMODG00000010204	ENSMODG00000010204	protein_coding
ENSMODG00000009505	C1H10orf82	protein_coding
ENSMODG00000017196	JMJD1C	protein_coding
ENSMODG00000007407	CHST15	protein_coding
ENSMODG00000019457	ASXL1	protein_coding
ENSMODG00000025781	ENSMODG00000025781	protein_coding
ENSMODG00000009519	PNLIPRP2	protein_coding
ENSMODG00000025274	ENSMODG00000025274	protein_coding
ENSMODG00000041434	ENSMODG00000041434	protein_coding
ENSMODG00000025273	ENSMODG00000025273	protein_coding
ENSMODG00000039686	ENSMODG00000039686	protein_coding
ENSMODG00000019460	KIF3B	protein_coding
ENSMODG00000039138	ENSMODG00000039138	processed_pseudogene
ENSMODG00000028869	ENSMODG00000028869	protein_coding
ENSMODG00000001036	POLR3A	protein_coding
ENSMODG00000047140	ENSMODG00000047140	protein_coding
ENSMODG00000007502	CPXM2	protein_coding
ENSMODG00000024734	ENSMODG00000024734	processed_pseudogene
ENSMODG00000009543	PNLIPRP1	protein_coding
ENSMODG00000010021	ENSMODG00000010021	protein_coding
ENSMODG00000014243	SEC24A	protein_coding
ENSMODG00000038094	ENSMODG00000038094	lncRNA
ENSMODG00000007046	SIPA1L1	protein_coding
ENSMODG00000010011	ENSMODG00000010011	protein_coding
ENSMODG00000009583	PNLIP	protein_coding
ENSMODG00000013069	HHIPL1	protein_coding
ENSMODG00000019353	PAX2	protein_coding
ENSMODG00000019462	POFUT1	protein_coding
ENSMODG00000046407	5S_rRNA	rRNA
ENSMODG00000019600	PAPPA	protein_coding
ENSMODG00000007533	GPR26	protein_coding
ENSMODG00000025091	ENSMODG00000025091	protein_coding
ENSMODG00000048145	ENSMODG00000048145	lncRNA
ENSMODG00000046901	ENSMODG00000046901	lncRNA
ENSMODG00000037818	ENSMODG00000037818	lncRNA
ENSMODG00000042118	ENSMODG00000042118	lncRNA
ENSMODG00000010000	RASSF4	protein_coding
ENSMODG00000043231	ENSMODG00000043231	lncRNA
ENSMODG00000040047	PLAGL2	protein_coding
ENSMODG00000043754	U6	snRNA
ENSMODG00000009589	CCDC172	protein_coding
ENSMODG00000039055	ENSMODG00000039055	lncRNA
ENSMODG00000016351	PCDH15	protein_coding
ENSMODG00000045445	ENSMODG00000045445	protein_coding
ENSMODG00000034869	ENSMODG00000034869	lncRNA
ENSMODG00000023818	CCDC85C	protein_coding
ENSMODG00000041033	U6	snRNA
ENSMODG00000007542	ENSMODG00000007542	protein_coding
ENSMODG00000049439	ENSMODG00000049439	lncRNA
ENSMODG00000010008	DEPP1	protein_coding
ENSMODG00000036427	HIF1AN	protein_coding
ENSMODG00000019604	ASTN2	protein_coding
ENSMODG00000039021	ENSMODG00000039021	protein_coding
ENSMODG00000040473	U6	snRNA
ENSMODG00000051464	ENSMODG00000051464	lncRNA
ENSMODG00000044340	ENSMODG00000044340	lncRNA
ENSMODG00000009987	TMEM72	protein_coding
ENSMODG00000007548	HMX2	protein_coding
ENSMODG00000048272	ENSMODG00000048272	protein_coding
ENSMODG00000035295	ENSMODG00000035295	lncRNA
ENSMODG00000013066	ENSMODG00000013066	protein_coding
ENSMODG00000017183	NRBF2	protein_coding
ENSMODG00000007552	HMX3	protein_coding
ENSMODG00000009606	GFRA1	protein_coding
ENSMODG00000050702	ENSMODG00000050702	lncRNA
ENSMODG00000039448	ENSMODG00000039448	lncRNA
ENSMODG00000030690	ENSMODG00000030690	lncRNA
ENSMODG00000019356	NDUFB8	protein_coding
ENSMODG00000035963	ENSMODG00000035963	lncRNA
ENSMODG00000013056	CCNK	protein_coding
ENSMODG00000041217	ENSMODG00000041217	lncRNA
ENSMODG00000009971	CXCL12	protein_coding
ENSMODG00000050516	ENSMODG00000050516	lncRNA
ENSMODG00000017110	EGR2	protein_coding
ENSMODG00000007778	ACADSB	protein_coding
ENSMODG00000040280	ENSMODG00000040280	lncRNA
ENSMODG00000048391	ENSMODG00000048391	lncRNA
ENSMODG00000048596	ENSMODG00000048596	lncRNA
ENSMODG00000034592	ENSMODG00000034592	lncRNA
ENSMODG00000017108	ADO	protein_coding
ENSMODG00000019471	HCK	protein_coding
ENSMODG00000038834	IKZF5	protein_coding
ENSMODG00000035815	ENSMODG00000035815	lncRNA
ENSMODG00000031671	ENSMODG00000031671	lncRNA
ENSMODG00000030794	ENSMODG00000030794	lncRNA
ENSMODG00000038078	ENSMODG00000038078	lncRNA
ENSMODG00000046150	ENSMODG00000046150	lncRNA
ENSMODG00000007808	PSTK	protein_coding
ENSMODG00000037662	ENSMODG00000037662	lncRNA
ENSMODG00000019474	CCM2L	protein_coding
ENSMODG00000007814	C10orf88	protein_coding
ENSMODG00000028448	ENSMODG00000028448	protein_coding
ENSMODG00000026915	U6	snRNA
ENSMODG00000014227	SAR1B	protein_coding
ENSMODG00000042601	ENSMODG00000042601	lncRNA
ENSMODG00000023265	RBBP8NL	protein_coding
ENSMODG00000033590	ENSMODG00000033590	lncRNA
ENSMODG00000019477	XKR7	protein_coding
ENSMODG00000007863	CUZD1	protein_coding
ENSMODG00000019608	TRIM32	protein_coding
ENSMODG00000037471	ENSMODG00000037471	lncRNA
ENSMODG00000019357	SEC31B	protein_coding
ENSMODG00000009640	ENSMODG00000009640	protein_coding
ENSMODG00000038698	ENSMODG00000038698	lncRNA
ENSMODG00000019480	PDRG1	protein_coding
ENSMODG00000012975	SETD3	protein_coding
ENSMODG00000047412	ENSMODG00000047412	lncRNA
ENSMODG00000034036	ENSMODG00000034036	lncRNA
ENSMODG00000040843	ENSMODG00000040843	protein_coding
ENSMODG00000030177	ENSMODG00000030177	lncRNA
ENSMODG00000023264	CABLES2	protein_coding
ENSMODG00000049699	ENSMODG00000049699	lncRNA
ENSMODG00000023510	TTLL9	protein_coding
ENSMODG00000014214	JADE2	protein_coding
ENSMODG00000017107	ZNF365	protein_coding
ENSMODG00000026151	U6	snRNA
ENSMODG00000027910	ENSMODG00000027910	protein_coding
ENSMODG00000027416	ENSMODG00000027416	protein_coding
ENSMODG00000028743	ENSMODG00000028743	processed_pseudogene
ENSMODG00000017104	RTKN2	protein_coding
ENSMODG00000016769	ENSMODG00000016769	protein_coding
ENSMODG00000023529	ENSMODG00000023529	protein_coding
ENSMODG00000027750	ENSMODG00000027750	protein_coding
ENSMODG00000007103	PCNX1	protein_coding
ENSMODG00000049210	ENSMODG00000049210	lncRNA
ENSMODG00000009966	ARIH1	protein_coding
ENSMODG00000030022	ENSMODG00000030022	lncRNA
ENSMODG00000046515	ENSMODG00000046515	lncRNA
ENSMODG00000050873	ENSMODG00000050873	protein_coding
ENSMODG00000019482	DUSP15	protein_coding
ENSMODG00000007895	ENSMODG00000007895	protein_coding
ENSMODG00000017102	ARID5B	protein_coding
ENSMODG00000029102	ENSMODG00000029102	protein_coding
ENSMODG00000041034	ENSMODG00000041034	lncRNA
ENSMODG00000026530	U4	snRNA
ENSMODG00000019614	TLR4	protein_coding
ENSMODG00000046992	ENSMODG00000046992	lncRNA
ENSMODG00000038888	ENSMODG00000038888	lncRNA
ENSMODG00000042167	ENSMODG00000042167	lncRNA
ENSMODG00000030725	ENSMODG00000030725	lncRNA
ENSMODG00000019483	ENSMODG00000019483	protein_coding
ENSMODG00000012964	BCL11B	protein_coding
ENSMODG00000036675	ENSMODG00000036675	lncRNA
ENSMODG00000017099	ENSMODG00000017099	protein_coding
ENSMODG00000009676	TRUB1	protein_coding
ENSMODG00000051515	ENSMODG00000051515	lncRNA
ENSMODG00000007308	ENSMODG00000007308	protein_coding
ENSMODG00000019485	FOXS1	protein_coding
ENSMODG00000001116	ZMIZ1	protein_coding
ENSMODG00000048119	ENSMODG00000048119	lncRNA
ENSMODG00000009951	BBS4	protein_coding
ENSMODG00000048429	ENSMODG00000048429	lncRNA
ENSMODG00000048319	TMEM26	protein_coding
ENSMODG00000014209	UBE2B	protein_coding
ENSMODG00000038195	ENSMODG00000038195	lncRNA
ENSMODG00000007900	C1H10orf120	protein_coding
ENSMODG00000036410	ENSMODG00000036410	protein_coding
ENSMODG00000042565	ENSMODG00000042565	lncRNA
ENSMODG00000021661	U6	snRNA
ENSMODG00000039881	ENSMODG00000039881	lncRNA
ENSMODG00000046820	ENSMODG00000046820	lncRNA
ENSMODG00000019354	ZSCAN2	protein_coding
ENSMODG00000035992	ENSMODG00000035992	lncRNA
ENSMODG00000043843	ENSMODG00000043843	lncRNA
ENSMODG00000039355	ENSMODG00000039355	lncRNA
ENSMODG00000044696	ENSMODG00000044696	lncRNA
ENSMODG00000048288	ENSMODG00000048288	lncRNA
ENSMODG00000017097	ENSMODG00000017097	protein_coding
ENSMODG00000007274	ENSMODG00000007274	protein_coding
ENSMODG00000037013	ENSMODG00000037013	lncRNA
ENSMODG00000041204	ENSMODG00000041204	lncRNA
ENSMODG00000032305	ENSMODG00000032305	lncRNA
ENSMODG00000019486	MYLK2	protein_coding
ENSMODG00000009713	FHIP2A	protein_coding
ENSMODG00000041014	ENSMODG00000041014	lncRNA
ENSMODG00000049037	SIX1	protein_coding
ENSMODG00000030170	ENSMODG00000030170	lncRNA
ENSMODG00000031270	ENSMODG00000031270	lncRNA
ENSMODG00000000535	PAK6	protein_coding
ENSMODG00000019359	ENSMODG00000019359	protein_coding
ENSMODG00000030760	ENSMODG00000030760	lncRNA
ENSMODG00000045268	ENSMODG00000045268	protein_coding
ENSMODG00000017091	CDK1	protein_coding
ENSMODG00000048396	ENSMODG00000048396	protein_coding
ENSMODG00000008646	SIX4	protein_coding
ENSMODG00000031047	ENSMODG00000031047	lncRNA
ENSMODG00000039546	ENSMODG00000039546	protein_coding
ENSMODG00000038064	ENSMODG00000038064	lncRNA
ENSMODG00000042285	ENSMODG00000042285	lncRNA
ENSMODG00000001782	ENSMODG00000001782	protein_coding
ENSMODG00000006392	ENSMODG00000006392	protein_coding
ENSMODG00000049163	ENSMODG00000049163	lncRNA
ENSMODG00000037918	ENSMODG00000037918	protein_coding
ENSMODG00000048585	ENSMODG00000048585	processed_pseudogene
ENSMODG00000044472	ANKRD63	protein_coding
ENSMODG00000009941	ADPGK	protein_coding
ENSMODG00000024749	HYI	protein_coding
ENSMODG00000032104	ENSMODG00000032104	lncRNA
ENSMODG00000032523	ENSMODG00000032523	lncRNA
ENSMODG00000045619	ENSMODG00000045619	lncRNA
ENSMODG00000019489	TPX2	protein_coding
ENSMODG00000036712	ENSMODG00000036712	lncRNA
ENSMODG00000007255	OR11H4	protein_coding
ENSMODG00000043535	ENSMODG00000043535	lncRNA
ENSMODG00000044521	ENSMODG00000044521	lncRNA
ENSMODG00000009028	SPARC	protein_coding
ENSMODG00000008657	MNAT1	protein_coding
ENSMODG00000022104	U6	snRNA
ENSMODG00000019360	WDR73	protein_coding
ENSMODG00000037683	ENSMODG00000037683	lncRNA
ENSMODG00000045754	ENSMODG00000045754	lncRNA
ENSMODG00000005228	ADCK1	protein_coding
ENSMODG00000037036	ENSMODG00000037036	lncRNA
ENSMODG00000032958	ENSMODG00000032958	lncRNA
ENSMODG00000050044	ENSMODG00000050044	lncRNA
ENSMODG00000000528	PLCB2	protein_coding
ENSMODG00000008662	AQP9	protein_coding
ENSMODG00000033113	ENSMODG00000033113	lncRNA
ENSMODG00000044118	ENSMODG00000044118	lncRNA
ENSMODG00000014201	CDKL3	protein_coding
ENSMODG00000010114	RAD51B	protein_coding
ENSMODG00000041531	ENSMODG00000041531	lncRNA
ENSMODG00000041688	ENSMODG00000041688	lncRNA
ENSMODG00000008170	ENSMODG00000008170	protein_coding
ENSMODG00000046408	U6	snRNA
ENSMODG00000050669	ENSMODG00000050669	lncRNA
ENSMODG00000032781	ENSMODG00000032781	lncRNA
ENSMODG00000050499	ENSMODG00000050499	processed_pseudogene
ENSMODG00000039475	ENSMODG00000039475	lncRNA
ENSMODG00000007245	TTC5	protein_coding
ENSMODG00000006348	EFCAB9	protein_coding
ENSMODG00000047329	ENSMODG00000047329	lncRNA
ENSMODG00000041192	ENSMODG00000041192	lncRNA
ENSMODG00000048613	ENSMODG00000048613	lncRNA
